ID,question,option1,option2,label
34R0BODSP3DJXR3385SDCPUHNY35E9-2,My teeth hurt more after eating the apple than the pudding because the _ was softer.,apple,pudding,2
3S8APUMBJZXDSLK84Q3WXTF881BBFE-2,"Kevin hated working with plants in the garden but Brett loved it, so _ worked in the yard alone.",Kevin,Brett,2
382GHPVPHU5YRAJ65GS7O6K6XIB34F-2,"In order to increase the strength of his brain, Mitch decided to take up painting rather than reading, because the _ was easy for his eyes.",reading,painting,2
3OND0WXMHYTVDKNY97TM1MX6ROEHEH-2,The floor was much more slippery than the carpet because the _ had less friction.,carpet,floor,2
3AFT28WXLHGHL6B793E36AS0W9WIOR-1,"That afternoon, after he fixed the bike handle with the glue, the _ came loose because it was meant for wood.",glue,bike handle,1
33NKDW9FFXGY8N4SYMTDMMXP6MAXCK-1,The professor's eyes could not see clearly because of the sunglasses he had. The _ were poor.,Sunglasses,Eyes,1
3EN4YVUOUE60AQ95SCMZ1OYTM7MXJE-1,Ellie paid more for her skirt than she did for her dress because the _ was a knock off brand.,dress,skirt,1
3421H3BM9CVA9UR7PWGLLLCBE2HJ9Y-2,"The sushi rotted on the counter unless it was put in the cooler, as the _ protected it from contamination.",counter,cooler,2
3LB1BGHFL4AJOYVK92M5M8SBLDTYT7-2,"Smoke from cigars permeated the lounge but the air was clear in the hall, as the _ forbade smoking.",lounge,hall,2
3HEADTGN2R6P4PNN02UQFUNZFDKRV8-1,Badminton was a lot easier for Josh than tennis because the _ court was smaller.,badminton,tennis,1
3BAWBGQGYNDFM638ROWKADWYDVV7VF-1,Mary kept slamming the door annoying Victoria because _ liked the loud noise to know it's shut.,Mary,Victoria,1
3PR3LXCWSHDB4EWW60VMCUKPOVZX9Q-1,"Since she was on a diet, the woman ate the salad with no dressing since the _ was low in calories.",salad,dressing,1
37NXA7GVST4Z72T3BKLU1KQRKNOLVZ-2,Hunter was suicidal and Robert responded for the reason that _ had previously been in this critical situation.,Hunter,Robert,2
3S829FDFT4FN749DIG0OYQ3GHMOXDX-1,"The student preferred doing their homework with pencil rather than pen, because the _ provided less control.",pen,pencil,1
3YCT0L9OMONOXZERD084VNYHERWSN2-2,The reputation was better at the diner than at the restaurant because there was worse service at the _ .,diner,restaurant,2
3S4TINXCC0LS49YUJVAMSP0E7LSOBT-1,Mary had an easier time cleaning LEGOs than Patricia because _ enjoyed cleaning small pieces.,Mary,Patricia,1
3D7VY91L65V446DI6FV90LB9HZIBM3-2,Doctors usually prefer to give patients vaccines instead of medications because the _ are less certain.,vaccines,medications,2
388CL5C1RL19JQXQQTGQEHNR2ADHLK-2,"Steven did their best to irritate Logan all the time, because _ was easily agitated.",Steven,Logan,2
3YLPJ8OXXARA78QKP5ZVVM9A4CKX4F-1,"Instead of buying the a video game for her son for his birthday like he wanted, Angela bought him a bicycle because the _ was on sale.",bicycle,video game,1
31D0ZWOD0AX2II1JBW8F7DKQWC5A01-1,Ray was tasked to ensure the family business ran smoothly. The _ was so united.,Family,Business,1
3OREP8RUT294CWHWVCXENGRCGVCBGW-2,"Neil loved word games but Nelson never played them, so _ never invited people over to play these games.",Neil,Nelson,2
3HO4MYYR142W5R033OHN8DUK6H06U0-2,James can never know what was written on the envelope in the box because just the _ is hidden.,box,envelope,2
3N7PQ0KLI73GJCGZUM4KXSWW8YSE3X-2,"Christine knew that Kayla didn't like roses, but _ didn't mind them in the bouquet.",Christine,Kayla,2
3HRWUH63QU08X8H9H6JWAE0HCVY5NS-2,"The teacher said that Brett was unable to learn the language like Joel, by reason that _ always studied.",Brett,Joel,2
3PKJ68EHDPA3O09QN84DY2AZYFIJHI-1,The snow in England is less severe than the rain because the _ happens seldom.,snow,rain,1
3MWOYZD5WX29Z7MY6JRVBIOHIPEONZ-2,"While changing her eating routine, Sally stopped eating chips and replaced it with fruit. The _ were smooth.",chips,fruit,2
386T3MLZLNTOZU84EYO1BMEV19W80N-2,"Ryan had gained some weight over the holidays but Ian hadn't, so _ didn't increase the amount of walking they did for exercise.",Ryan,Ian,2
39WICJI5AV6EU77VQ9IXI2XEW2CZ3V-1,"When Lawrence poured the concrete lumpy, Benjamin laughed, so the foreman gave _ a sympathetic look.",Lawrence,Benjamin,1
356ZPKYPUHF62H368N1LP0357DLYPB-2,Bella had never had a collectibles collection before so she decided to start one with cards instead of coins because she knew nothing about the _ .,cards,coins,2
30U1YOGZGCAFBNNEO6U1ZIMN024DS9-1,"Kenneth had a fever, so Kevin gave him some medicine to take. _ was his patient.",Kenneth,Kevin,1
3JMNNNO3B3ILFU67BMKL0OY5BX9W2I-1,"I chose the first plan rather the second plan, because the _ seemed like it would be a failure.",second plan,first plan,1
3A9LA2FRWUS4JKEF4CJEPBID7UPXH6-2,I couldn't decide if I should take my cat to the veterinarian or into the house for tapeworms.  I chose the _ and already had medications.,veterinarian,house,2
34YWR3PJ2AOT8K8J64CTJJJXN1W0XW-2,"Martha and Mary, who lived far away from each other, sent each other oranges and cherries from their gardens. Because Mary lived in Washington state, she grew the _ .",oranges,cherries,2
33K3E8REWWTWWKEFHAD8K016GVH8XH-2,The musician tried to put the guitar in the case but it wouldn't fit because the _ was too long..,case,guitar,2
39HYCOOPKOJXJ3B2KBMFVBZ9KK2MDT-2,"Rachel was much more introverted when viewed against Victoria, who craved social contact, considering how unsettled _ was in solitude.",Rachel,Victoria,2
32ZCLEW0BZIG7S87MN0IFDOHPQTJPC-1,Nelson led Matthew to their seat because _ was a hostess working for the restaurant.,Nelson,Matthew,1
3QHITW7OYO7Q6B6ISU2UMJB89IUAQU-1,"The cook added a bunch of salt from the bottle to the pan, so the _ was lighter.",bottle,pan,1
3IVEC1GSLRDSKPOCLJ1S6FUSGSK1J2-2,As we worked on the toilet we needed a new plunger since the _ was powerless.,toilet,plunger,2
3EQPA8A374UALWAD9WYK6BQV48KJZO-2,Mary bought a laptop to replace her computer for picture editing. The _ was new.,computer,laptop,2
3DFYDSXB2YE8TMFAN7BCHHZPRRXJU3-1,"The living room was cleaner than the kitchen, because we spend leess time in in the _ .",living room,kitchen,1
3ZQA3IO31D56L0F91WTXEBBEFOA1O5-1,Warts appeared on Jerry's limbs after he went through the jungle because the _ were infectious.,warts,limbs,1
32FESTC2NHO6RJAXTHIQ2FYLC22CUC-1,"When I am traveling, I always write out directions and bring maps. The _ tell me how to go there.",directions,maps,1
3S1L4CQSFZJ89BFGYC302IV2Q5FAFF-2,Kenneth chose to wear contacts while Lawrence chose glasses. _ was afraid of touching his eyes.,Kenneth,Lawrence,2
3HUR21WDDW3Q5F44ECN2BBDGX1EYX4-2,Nelson helped Robert improve a boxed cake because _ had entered a contest and wanted to win.,Nelson,Robert,2
322ZSN9Z5IY3QRH0KVYY6JO3P6N4T6-2,"Randy was running a trash removal service and they met Kyle on a job site , _ is a property owner.",Randy,Kyle,2
3TZDZ3Y0JUK3EDB3Z7AFHLGOJB1199-1,"The lemming wanted to hide behind the rock in its cage, but the _ was too small.",rock,lemming,1
3MJ28H2Y1GM59IGS2JV9H1OUQVBO5L-1,James cut the board with the wire. He never knew the _ is that hard.,wire,board,1
375VSR8FVW7RJKTQH17T82CMERXRZB-2,The helmet will not fit on the head of the teenager because the _ is extremely tapered.,head,helmet,2
3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too expensive.",iron,shirt,2
3BCRDCM0OF8I2VVR9ADL2QLL2GTK6K-2,The plane flew at a lower altitude than the helicopter because the _ had more engine power.,plane,helicopter,2
3R6RZGK0XFAJ7102UZAKVSSNT2GVYP-1,The work of Natalie is so tedious compared to Maria because _ had an important job.,Natalie,Maria,1
3TX9T2ZCBBFBL59J0TTZNZ8CV5LZW3-2,"Jake stopped to grab a waffle before going to the bus station for his meeting, fortunately he had plenty of time because the _ was postponed.",bus,meeting,2
3KG2UQJ0MJMXQU071Y7Z8PV8361NQS-1,"Dennis sold a bunch of illegal pills to Donald, so _ now has a lot of money.",Dennis,Donald,1
3HJ1EVZS2OHQYRMXWUCK4177ZV8R3M-1,Kevin used a knife to trim his fingernails while Christopher buffed with an emory board. _ was more bold.,Kevin,Christopher,1
3S37Y8CWIAEVI8LUF039T3V2T04W4N-2,Megan enjoyed summer while Felicia did not.   _  spent much time indoors.,Megan,Felicia,2
34R0BODSP1X4324WO7GDKR68Y3XE5C-1,Cynthia asked Christine tips for dealing with osteoarthritis since _ knew they just went to see their doctor for the same problem.,Cynthia,Christine,1
3L7SUC0TTUS3KJA88ZYKG4FQLGQ0MC-1,Rebecca borrowed a measuring tape from Carrie because _ was building a new deck outside.,Rebecca,Carrie,1
3YO4AH2FPDIU5Y800S51XDZV0VXQ0W-1,"The rubber resisted the rock but snapped on the concrete, as the _ was smooth.",rock,concrete,1
3APP19WN71CY6K01ZLG6C05K2T36G6-1,Mary didn't know what the currency of Mexico was but Lindsey knew _ had never been to Mexico before.,Mary,Lindsey,1
35NNO802AVUK9WCOOQ2QZN4MCW3IN3-2,"For the new job Tanya bought bamboo from Patricia at a fair price, _ is a building supply business owner.",Tanya,Patricia,2
3DFYDSXB2WYTZXG339ZCPJBG2M6UJ3-1,"When he wanted to transition a firefighter, they told him he was too short and weak. The _ issue was harder to resolve.",short,weak,1
3FCO4VKOZ4BJQ6IFC0VAIBK4KTWE7U-2,Sarah was a much better surgeon than Maria so _ always got the easier cases.,Sarah,Maria,2
3RSBJ6YZECOIHQAAOXWIBFRZMC5OFI-1,Brett knew a little about dryers and tried to fix  dryer while Craig was very good at fixing them. _ couldn't fix the dryer.,Brett,Craig,1
3AC6MFV69MWTOFEU5U7ZMWYPHFGZH8-1,"The colors showed up clearly on the TV, but were faded on the computer, because the _ was lower quality.",computer,TV,1
3KTCJ4SCVGZ3R8VQ4I2KU9Y0VMMM1O-1,"She put mustard on the sandwiches, but not on the fries, because she thought the _ had been served bland.",sandwiches,fries,1
32L724R85LIKCHO145FI3C9HHW5IPB-1,Jeffrey had a very hard time climbing the steps unlike Jason since _ was an unfit person.,Jeffrey,Jason,1
39I4RL8QGJFYRTRY035902X7QLAH42-2,Matthew was busy composing a play with Christopher as the main hero because _ wanted to be famous.,Matthew,Christopher,2
3MYASTQBG9P3Y781W25W4I7NKIHDQU-2,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was unlikely to be damaged.",tablet,phone,2
36D1BWBEHNZAGTDMNM2YZS85NU72MW-2,Aaron angerly told Derrick that he was a victim of false accusations.  _ was worried for him.,Aaron,Derrick,2
3LOJFQ4BOZTHN4A6JXLZ8WVDJSPDKU-2,"The chair fell when Kyle tipped it backwards, so Nelson yelled at him for making loud noise. _ asked him not to tip the chair again.",Kyle,Nelson,2
3SR6AEG6W5REP05IPATGGR1ELIIHYO-1,The activities that he had planned out could not fit into the schedules because the _ were long.,activities,schedules,1
3RDTX9JRTYZ2VARY4PFOQXJTY9Z79R-1,"Kim used a sans-serif font in the letter to her boyfriend, but a serif font in an email to her boss, because she felt the _ was harder to read..",sans-serif font,serif font,1
31SIZS5W5BTXZHR6E30G97ORY8ZQRH-1,"John never mentioned his canoe, but had a long conversation with Ron about the raft, because John rarely used the _ .",canoe,raft,1
3J5XXLQDHM9IRY3E5EHU5YWAFGH3VC-1,Katrina has a more modern dressing style than Maria because _ has a younger soul.,Katrina,Maria,1
3D1TUISJWIYX4MWXLRECDIWGKU5IU8-2,Craig studied hard for the bar exam but Brett didn't. _ became a criminal not an attorney.,Craig,Brett,2
3O0M2G5VC8GK6C8MMPTHFJNSW2U49P-2,"Emily was trying to study Korean in their bedroom while Tanya played the tuba, but _ didn't realize they were a distraction.",Emily,Tanya,2
3VMV5CHJZATJ27AKFW0ZF8L7GH3TG4-2,The shoes had more traction on the gym floor than on the grass because the _ was dry.,grass,floor,2
3K3G488TR4M8UUT8HWND66JV76K5QP-2,The man could not hear what the phone was saying and he advised himself to leave the side of the truck because the _ is low.,truck,phone,2
3UYRNV2KITXRKQ0BF4QZMYA8EKTN84-1,Felicia brought sardines to eat on _ lunch break at work and Christine was disgusted.,Felicia,Christine,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very dirty person.,Derrick,Benjamin,2
375VSR8FVW7RJKTQH17T82CM96ARZD-2,The coffee that Kayla made was tastier than that of Felicia because _ used lower quality beans.,Kayla,Felicia,2
3ZG552ORAM2T6G7V1E3PMORIEM92V1-2,The history of the village is more intriguing than the history of the city because the _ is very new.,village,city,2
3VMHWJRYHVE5BZO2POJEUSIS3Z3FXE-2,John decided to grow a new breed of plant in his garden but the _ is big.,garden,plant,2
3P458N04Q3V04UBXLRG727CBIMJX2M-1,The lips on Cynthia were much bigger than Monica because _ got hit with a softball in the mouth.,Cynthia,Monica,1
3G3AJKPCXN6Z7DGUU1LXE0GJ53WY49-2,The bed was replaced by a futon in Jeff's bedroom because the _ is more convenient.,bed,futon,2
3WRAAIUSBLDP9X61Y69M8PVAWGVAX6-2,The ball that was stolen from the child wouldn't fit in the bag because the _ was too big.,bag,ball,2
3SU800BH886PF9JNIXVLEIBB5FMUQO-2,"Natalie grossed Laura out with all the grime under their fingernails, because _ valued people keeping themselves clean.",Natalie,Laura,2
3JUDR1D0D6P118BEFF9FG1SAXQJQ2C-2,The drama teacher wanted to put the piano on the stage but the _ was too small.,piano,stage,2
334ZEL5JX6DRLVFWUHWHIEAEB9FSOZ-2,"When Kenneth fought last night, they were very aggressive with Ian, but _ had wanted this match for a long time and won.",Kenneth,Ian,2
3KG2UQJ0MJMXQU071Y7Z8PV88QXQN0-1,Kenneth explained to Ryan that he was dressed like this because he was going to a disco party.  _ was excited.,Kenneth,Ryan,1
322ZSN9Z5GIOW2IT0XMYEL0V1HS4TQ-1,"Jack wanted to start a game, but couldn't decide between baseball or basketball. The _ game would call for more friends.",baseball,basketball,1
3Z33IC0JC20J0PR16LU4O9N59PP9VA-1,James slid down from the top of the roof to the fence because the _ is taller.,roof,fence,1
3R6RZGK0XFAJ7102UZAKVSSNT1MYVW-2,"Jerry quickly swept a stray sock under his bed, making his bedroom appear tidy by hiding the _ to cover his mess.",bed,sock,2
3RSBJ6YZEE4XBF9H8V8I3DF8HVZOFU-2,We threw out the toys and bought the child some books.  She was the right age for the _ .,toys,books,2
32PT7WK7DOTBR62ZYRT0RAECARO3D4-1,John told his parent he can go to college from home but had to take a cab to the church because the _ is close.,college,church,1
391JB9X4Z0MKRYGJWQK2RMI8TQPKMY-1,Jame cannot carry the bag given to him and he agreed to carry the box instead. The _ is heavy.,bag,box,1
3NQUW096N661AVG08JGY921UODPL9Y-2,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very sloppy looking presentation.,Justin,Derrick,2
3ZXNP4Z39TZCQ1REDKUEN4YWMVQL73-1,"Natalie had a hot flash caused by menopause and turned the thermostat down, even though Elena was cold. _ was relieved from the cooler temperature.",Natalie,Elena,1
3511RHPADVC7EVCM20GK0N1OZHZRL0-1,Jeffrey is unable to spend more money than Aaron because _ earns a lot less.,Jeffrey,Aaron,1
39RRBHZ0AWFY6G9EAJO31XPXNOTZVK-2,Patricia had a lot less tricks in basketball than Mary because _ started playing ten years ago.,Patricia,Mary,2
3ATYLI1PRT0YMSW67NN3QDJRFODOJM-2,Potato chips were a regular snack for Lindsey but not for Katrina because _ cared if they got fat.,Lindsey,Katrina,2
3AA88CN98P15RQ6QVVWDTJH68P1KYL-2,"The training video was easy for Tanya but difficult for Elena, and _ became discouraged.",Tanya,Elena,2
3OCZWXS7ZO5I98EO5T3HXMWS7YY5LM-1,"Her favorite type of desert was fruit instead of ice cream, because she found the _ to be more satisfying.",fruit,ice cream,1
3HRWUH63QWGNRXGG14VW2COQ2SI5NH-2,"While shopping at the yard sale, the woman passed on the dishes, but bought the spoons, because she needed more of the _ .",dishes,spoons,2
30Y6N4AHYPUOGJOUPJIWHATJQ5TDRW-2,The horse prefers the pasture over the barn because there is less room in the _ for the horse to stretch.,pasture,barn,2
37SQU136V92LP888VUVM2FY6N7A11H-1,Juan decided to buy a raffle ticket instead of a lottery ticket because the _ was unfair.,lottery,raffle,1
3CMV9YRYP5F5AWSGETJBQU35DSFLJ3-1,"Joel was prone to sunburn so spent much time indoors, quite the opposite of Lawrence. _ often cooked to pass the summer days.",Joel,Lawrence,1
3KVQ0UJWPXJYK2QN97AJ6XD80QF5WT-1,"Sarah did not recognize Samantha in her costume at first, but then _ heard her speak.",Sarah,Samantha,1
3YGYP136417X2VF7EDWZDF5D4AQNRL-2,There was fog in the morning that cleared to bright sun. Tara was happy because she found the _ made driving easy.,fog,sun,2
3RZS0FBRWMO8T318WTVWK7ZVUSPPCX-2,So _ was doing work because Kevin is lazy while Leslie is a hard working person.,Kevin,Leslie,2
3THR0FZ95R7JB7JDU6BGYQKRCGSLOD-1,Jane dropped her crystal in a bottle and closed it. It was amazing the _ was big enough.,bottle,crystal,1
3D1UCPY6GG7KGM71XL6KDKC293383A-1,Katrina asked Rachel to change the diapers for the babies this morning because _ is handling the stove.,Katrina,Rachel,1
3511RHPADVC7EVCM20GK0N1OZC7RLY-2,"You can grow cilantro in a garden or buy it at the store, but the _ variety will taste bland because it will be older.",garden,store,2
3IZVJEBJ6AIYX1V6PD4VX7LQI0OZ6I-2,After the fire the table and the roof were both still smoking.  The _ would be expensive to replace.,table,roof,2
