context,question,answer,label,index1
"There 's a silhouette of a person at the beach kicking his leg in the air , while the sun is setting before him .",Who is kicking something?,a man,no,707
A young man in an orange vest holding a hand displays a dead bird that he shot .,What is someone holding?,a shotgun,no,1987
A woman in a red shoulder shrug and brown boots walking down a street passed a painted I Love New wall wall sign with a doctor .,What was painted?,I Love New York,no,2971
A dental assistant prepping an elderly man for his appointment .,Who prepped someone?,school,no,4286
A they walking down the street is carrying a knight in shining armor .,Who is carrying something?,A woman,no,1237
"Performing some bike cycles , the lady lubricates a frame before assembly is completed .",What is being performed?,some bike maintenance,no,849
A little girl learns about science .,Who learns about something?,princess,no,3728
A samurai warrior in full black often takes his sword from the sheath on an outdoor training mat .,What takes something?,A samurai warrior in full black dress,no,933
"A protester in a cowboy gear holds up a sign that says , "" Do nt tax me bro ! """,Who holds up something?,protester,yes,2284
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off , perhaps for a block party , while onlookers walk behind and listeners are seated in front in lawn chairs .",Who is wearing something?,someone,no,2432
Three men in blue hard hats are on the tops of telephone poles working on the side of one with a tall wedge topped skyscraper in the background .,What is someone working on?,the wires,no,237
"U.S. version dressing up a small child in flak and kevlar , showing them how to aim .",Who aims?,U.S. Marine,no,4217
"A someone in a black shirt , covered in paintball splatter , makes a face .",Who is covered in something?,A man,no,1907
"An aerial view is on the top of two people , one older , one younger , who seem to be making something to eat at a public showcase .",Who seems to do something?,two women,no,1077
A girl in a multicolored coat with fur accents in sitting outdoors holding a stick .,Who is sitting?,women,no,4146
Three construction workers stand over a job site wearing ragged and tattered clothing while a man and woman pass behind them and a large pill of dirt and debris sit in front .,Who stands somewhere?,teams,no,494
An older kids is riding his bike in front of a large cruise ship that is sitting in port .,Who is riding something?,An older man,no,791
A parasurfer gets pulled up above and to the side of a big splash he just made .,Who gets something?,A parasurfer,yes,3393
"Three ballerinas perform an arabesque on stage , while another participant looks on .",Where does someone perform something?,them,no,2370
A woman is helping another woman with the closure on her life .,How is someone helped?,with the closure on her dress,no,2837
A tall with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling .,Who is yelling?,A kid,no,1743
"A group of people dressed in swimwear standing outside in a snowy , woodsy location .",How was someone dressed?,swimwear,yes,3966
A people wearing a babushka is sitting and sleeping inside a flower shop .,Who is sleeping somewhere?,A woman,no,1205
Two weary looking men in a boxing match both have one glove under their chin and the other touching the other man 's head .,Where is someone looking someone?,ring,no,3018
People sitting down in a shipyard with boats tied down in the market .,Where is something tied?,down in the background,no,3745
four men sit on a stage playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them .,What does someone sit on?,table,no,2608
"As photographers , onlookers , and referee observe , two men in fighting gloves and headgear are shown in stop motion photography mid fight and in midair .",Who is fighting?,ladies,no,3682
An elderly lady sits among a bounty of food sipping a refreshing beverage while a large straw hat protects her from the sun 's rays .,When is something being sipped?,heat,no,1864
A BMW rider makes a fantastic jump as onlookers marvel .,Who marvels?,onlookers,yes,3238
A guy wearing a blue # 5 jersey is hitting a yellow softball in a grassy field to some fielders .,What is someone hitting?,pitch,no,732
All are dancing with full energy to the music sung by the singer .,Who sang something?,band,no,1608
"A cat observing two little rabbits in a box of hay inside an wire enclosure , while a woman in a white sweater looks on .",Where is something being observed?,games,no,646
Two they are standing : one has body modifications and the other is wearing a hat .,Who is wearing something?,Two men,no,1089
"A lady dressed in a beautiful pink , jewel encrusted outfit and makeup standing next to two children .",How was someone dressed?,were,no,3484
A young man of light is wearing black cleats with red socks while he kicks a yellow soccer ball around .,Who is wearing something?,A young man of color,no,4153
"The drunk man in the gray shirt is attempting to drill into a keg of food , while another keg awaits .",What is someone drilling into?,a keg of beer,no,1187
a sign telling you to accept jesus as your father .,How is someone accepting someone?,as your savior,no,677
"A man playing scrabble with carrots , celery , onions , limes , apples and cauliflower in the pictures while his opponent has rocks spelled out on his tray .",When does someone playe something?,face,no,1536
