context,question,label,answer1,answer2,index1
"Rodne Galicha y Rodiño (born 2 June 1979, San Fernando, Sibuyan Island, Romblon, Philippines, eldest son of government employee Nenita Rodiño y Romero of San Fernando, Romblon, and postman Rodrigo Galicha y Galindez of Alcantara, Romblon) is a Filipino environmentalist  and human rights activist currently involved in climate justice, biodiversity conservation and natural resources conflict management. He is the author of a pocket-sized book on emerging environment issues: We Are Nature. On 5 December 2013, he received the 2013 Hero for the Environment national individual award from the Center for Environmental Concerns in collaboration with the Department of Environment and Natural Resources of the Republic of the Philippines. He was Philippine Manager for The Climate Reality Project and currently doing his voluntary work for ecological and cultural organization called Bayay Sibuyanon in his home-island of Sibuyan. In 2018, the Philippine Tatler included him in the Generation T list as one of the 50  brightest connectors, creative visionaries, influential innovators and disruptive talents in the Philippines. He is also one of the recipients of the 2018 The Outstanding Young Men and Women (TOYM) of the Philippines. Stepping-up climate and environmental action within faith communities, he is lead convenor of Living Laudato Si movement in the Philippines. He co-founded Climate Action for Sustainability Initiative (KASALI).",When did Rodne Galicha y Rodiño receive the 2013 Hero for the Environment award ?,yes,5 december 2013,on a shopping cart,7574
"Chamtar Khan-e Sofla (Persian: چمترخان سفلي‎, also Romanized as Chamtar Khān-e Soflá; also known as Chamtar Khān-e Pā’īn, Kabūtār Khān-e Soflā, and Khalaf-e Nabī) is a village in Shoaybiyeh-ye Gharbi Rural District, Shadravan District, Shushtar County, Khuzestan Province, Iran. At the 2006 census, its population was 179, in 38 families.",How many families live in Chamtar Khan - e Sofla ?,yes,38 families,dvd era,4664
"Krieewelsche pappköpp  is a theatre in Krefeld, North Rhine-Westphalia, Germany.",What is the name of the theater in Krefeld ?,yes,north rhine,water,3196
"North Wheeling Historic District is a national historic district located at Wheeling, Ohio County, West Virginia. The district encompasses 134 contributing buildings and one contributing object in a 2 1/2-block section of northern Wheeling, known as ""Old Town"".  Most of the district consists of mid- to late-19th-century residential buildings.  A number of popular architectural styles are represented, including Greek Revival, Italianate, and Late Victorian. Notable buildings include the Vigilant Engine House (c. 1891), William Goering House (1885), Alfred Paull House (1880s), Williams Duplex Tenement (1880–1884), George W. Eckhart House (1891–1892), Christian Hess House (1876), Edward Hazlett House (1893), Henry K. List House (1858).  The object is the Pollack Memorial Monument (1916).It was listed on the National Register of Historic Places in 1988, with a boundary increase in 2008.",How many blocks is the North Wheeling Historic District ?,yes,2 1,vice president,1879
A from wearing khaki pants and no shirt is shaving his face near a boxcar .,Who is shaving something?,no,A man,chinese university,10420
"An additional song recorded for the album, ""Rockin' into the Night"", was rejected by Nevison as ""too Southern""; it was given to .38 Special who turned the song into a hit. The original Survivor recording finally became available in 2004 on the compilation Ultimate Survivor.",What was the name of the song that was rejected from the album ?,yes,"night "",","a "" your daily cup "" t - shirt",7281
'Bailey for the same for his three years of unpaid work at Indiana Pro Bono Commission.,How frequently does Bailey receive awards?,no,twice a month,december 2019,276
"Angelo Carasale (died 1742) was an Italian architect, active mainly in Naples.",What was Carasale ' s profession ?,yes,italian architect,mynydd carn,2066
"'Partial the lunars occur at least twice a year, but total eclipse eclipses are less common.",How many does an eclipse last for?,no,all time,someone,886
"Static Taxi recorded a large amount of material, some of it on professional studio equipment, and at some point, Stinson brought some demo tapes to the Replacements' old label Twin/Tone. The label refused to sign the band, reportedly because they thought Reigstad's singing was off-key.  Aside from a brief trip to  Las Vegas in 1989, the band's live shows were limited to the local Twin Cities area. Videos of just two of their live shows have surfaced on video-sharing sites such as YouTube: a 1989 show in Las Vegas where they are performing before a small but enthusiastic crowd at a little club, and a 1990 performance where they entertained the employees of a local Twin Cities restaurant at its annual staff party.",What was the first time Static Taxi entertained employees of a local Twin Cities restaurant ?,yes,1990 performance,that,1246
