question,label,answerA,answerB,answerC,answerD,id
name something a tall person might say is too short for them.,B,shower,bed,asleep,mine,926_protoqa
tell me something you might see on a trip to new york city.,D,venice,abbey,theatre,broadway,580_protoqa
"when scuba diving, name something you have to wear to make yourself more like a fish.",B,tictacs,flippers,tomatos,corduroys,6411_protoqa
name something you'd see on the back of a car.,C,cord,motorcycle,bumper,helmet,194_protoqa
name something that has strings on it,C,theme,drum,guitar,cover,3527_protoqa
name a kind of place where it's especially disturbing to have someone coughing nearby.,D,haven,living,house,church,1791_protoqa
"name a place where adults go to relax, but kids go to play.",C,square,hill,park,hall,3766_protoqa
name a complaint a customer might have about a bar theyre at,D,burst,panic,loud,noise,362_protoqa
name something you might see tied to the roof of someone's car.,A,tree,bath,garden,flowers,1768_protoqa
which orchestra instrument would be most effective if you wanted to wake someone up,D,trombone,flute,saxophone,trumpet,1011_protoqa
what are 2 brothers most likely to fight over?,D,girl,boys,like,girls,2086_protoqa
name something people have to run to catch.,D,taxi,car,jet,bus,714_protoqa
name something of your that the dog likes to play with.,C,shoe,socks,shoes,boots,2226_protoqa
what could your computer run without but it would be a bummer not to have,C,media,facebook,internet,online,4233_protoqa
name something you look out for when you're driving.,C,motorists,cyclists,pedestrians,potholes,832_protoqa
name something that can go wrong during a first kiss with someone,C,mouth,poop,cough,dammit,5699_protoqa
name something kids believe in that adults don't.,B,puerto,santa,cruz,costa,5825_protoqa
name something that your boyfriend does that makes you question why you're still with him.,A,cheat,unless,argue,allowed,4634_protoqa
name a city were you would expect to find beautiful people,C,urban,american,hollywood,jazz,726_protoqa
what name would you give your daughter if you wanted to name her after a queen,C,joseph,william,elizabeth,moore,1004_protoqa
name a habit that would be impossible to hide from your spouse,D,weed,smoke,drinking,smoking,2246_protoqa
name something kids might put on their face that is hard to wash off,B,glass,paint,pocket,mouse,6588_protoqa
name something in your house that you hate to clean.,C,window,floor,bathroom,bedroom,826_protoqa
"name a hobby that's traditionally for women, but these days men are doing it too.",D,essentials,flooring,knitting,sewing,1795_protoqa
name a way you can tell if someone is lying.,C,hands,heart,eyes,lips,7350_protoqa
what animal do you think eats the most?,D,turtle,dolphin,giraffe,elephant,4261_protoqa
name a pastime that's considered more respectable than watching tv.,C,writing,about,reading,finding,161_protoqa
name something the stars eat that you probably would not find in middle america.,D,burger,coffe,pizza,sushi,3386_protoqa
name someone in her life that a woman might have a crush on?,D,class,roommate,english,teacher,5725_protoqa
name a country that has a massive population.,D,usa,capital,india,china,2940_protoqa
name something only a millionaire could own.,D,nightclub,lounge,cabin,mansion,2536_protoqa
tell me something that people have a hard time remembering.,C,calendars,bdays,birthdays,holidays,968_protoqa
name a person who might call you by a childhood nickname even after you've outgrown it.,C,bosses,parents,parent,advice,658_protoqa
name something that can do a lot of damage to a home.,A,water,bottle,burning,salt,7121_protoqa
name something or someone that hunts pirates.,B,laws,government,rights,govt,3771_protoqa
name a sport they often make movies about.,A,football,basketball,winning,soccer,7196_protoqa
name something you might do after your house has been robbed.,B,fix,move,take,break,1339_protoqa
"name something some women do with their little babies, that other women do with their little dogs.",A,hold,let,take,leave,3823_protoqa
name a food that you hope you've got milk to go with.,D,oreos,taco,milk,cereal,5897_protoqa
name something you'd find on a person's arm:,B,first,watch,now,this,7132_protoqa
name a reason why it takes you forever to get out of the grocery store.,B,hallways,crowded,roads,noisy,326_protoqa
name a way eggs are prepared that could also describe a person.,B,biscuits,scrambled,sausages,mashed,329_protoqa
name something people need change in order to pay for.,B,dishes,laundry,washing,cleaning,2321_protoqa
name a city in england.,C,chelsea,united,liverpool,arsenal,5030_protoqa
name an occupation in which you might have to act as a part-time shrink to your customers.,D,cooks,waiter,waitress,bartender,2928_protoqa
name something that you do when you're blue that makes you feel better.,C,bread,drink,eat,bake,1518_protoqa
name something your body tells you to do.,B,wake,sleep,tired,awake,6001_protoqa
name something people use to help them find a lost item.,D,waterproof,vacuum,laser,flashlight,3896_protoqa
name something kids might throw at each other.,B,nests,snowballs,sleds,slugs,4044_protoqa
name something you might be glad only comes once a year.,A,christmas,valentines,day,xmas,3745_protoqa
"name a word teenagers use in place of ""really great"".",C,nice,bad,cool,look,6899_protoqa
name something specific a waiter would do to get good tips,C,heart,hug,smile,kiss,6597_protoqa
name something youd love to wake up to the smell of more specific than food,D,wine,tea,food,coffee,610_protoqa
name something a gladiator might take into battle.,A,sword,blade,flame,shadow,440_protoqa
what should you always be on the lookout for when you're driving?,B,cyclists,pedestrians,motorists,potholes,4257_protoqa
"if animals could talk, which one would complain the most about humans?",D,dogs,cat,monkey,dog,1174_protoqa
name an occupation whose members dread rainy days.,B,facility,construction,transportation,building,565_protoqa
name something students would not want the teacher to catch them doing.,C,lying,disrespectful,cheating,arguing,4066_protoqa
"name a phrase that begins with the word ""open""",A,house,out,home,room,1419_protoqa
name something a child does when having a temper tantrum.,C,breathe,cry,scream,yell,6278_protoqa
name a reason why you might be nervous while driving.,B,campers,tailgating,tournaments,golfing,1882_protoqa
"if a groom was extremely nervous about getting married, what might he do at the alter?",C,disappear,weep,faint,breathe,720_protoqa
name a way people pass the time in prison.,A,reading,writing,about,finding,5880_protoqa
name something you see in a palace.,B,princess,queen,lady,king,811_protoqa
name something that moms say will cure any ailment.,A,sleep,awake,wake,tired,71_protoqa
name a decision that children think they should be able to make for themselves.,B,shoes,clothes,pants,glasses,2977_protoqa
name a style of music that you'd be surprised to hear that a teenager listened to.,D,cinematic,acapella,sci-fi,classical,2221_protoqa
name something everybody knows about turkeys.,A,gobble,thanksgivin,clapz,chuuuurch,4603_protoqa
name something a man might ask his dads advice on,D,friendships,minds,mistakes,relationships,5486_protoqa
name something specific that you'd love to wake up to the smell of.,B,wine,coffee,food,tea,5031_protoqa
"other than a canvas, name something that you put paint on.",D,cross,front,into,wall,5249_protoqa
name something that a dog might fetch.,C,heat,kick,ball,round,4022_protoqa
what are some things truckers might take with them on a trip,D,drink,coffee,wine,food,999_protoqa
name a day of the year that some people dont want to spend alone,A,christmas,xmas,day,valentines,2359_protoqa
from what activity is a man most likely to be late getting home from?,C,working,here,work,way,6515_protoqa
name a place that has a lot of exits.,C,campus,central,hospital,santa,548_protoqa
name something you might do on a cruise ship that you can't do on a submarine.,A,sunbathe,thrifting,sunbath,parasailing,5912_protoqa
name an occupation you'd be tempted to enter if you liked to snoop,B,piracy,espionage,covert,profiling,498_protoqa
name something people have a hard time holding onto.,A,money,some,cash,pay,1638_protoqa
name something every woman should take with her on a blind date,C,pay,some,money,cash,3460_protoqa
name something you might buy at the airport while waiting for your flight to take off.,C,ads,versions,magazines,websites,26_protoqa
name something you could ask during a job interview.,A,lying,arguing,telling,hating,1588_protoqa
"based on their personality, what kind of bird would you compare your mate to?",B,gorilla,parrot,butcher,lizard,6499_protoqa
name something about big bird that is different from real birds.,C,joins,tells,talks,calls,4960_protoqa
"name a movie that contains the word ""king.""",B,smuggler,kingpin,trafficker,boxcar,6156_protoqa
tell me the age at which a kid no longer wants to be seen with his parents.,B,nineteen,thirteen,sixteen,seventy,3130_protoqa
name a place where you would find an usher.,C,lovely,holiday,wedding,valentine,6719_protoqa
name something men buy to wear that don'd try on in a fitting room,C,socks,matching,underwear,pants,3666_protoqa
name a holiday you might bbq on.,A,thanksgiving,easter,holidays,brunch,4598_protoqa
"when you really think about it, what's something you are lucky to have?",C,meet,friends,family,all,1070_protoqa
"besides a tyrannosaurus, name a type of dinosaur kids learn about in school.",D,raisa,harpot,skut,brontosaurus,6507_protoqa
name something you wish you had been born with more of.,A,money,some,pay,cash,2812_protoqa
name something your child knows about you that you hope shes not telling strangers,A,age,own,of,not,6615_protoqa
we surveyed 100 married women...name something that wouldn't get done if you didn't do it.,B,eating,cooking,breakfast,baking,5390_protoqa
name a country you would not want to live in.,A,afghanistan,embassy,israeli,libya,616_protoqa
tell me how many months it takes before a dog is house trained?,B,five,three,six,two,2078_protoqa
"if you saw a group of people moving in synch, what might they be doing.",D,watching,naked,singing,dancing,6567_protoqa
name something an adult might take lessons to learn how to do.,A,dancing,singing,naked,watching,1400_protoqa
name a good gift for a kid who's really into baseball.,A,glove,stripe,gloves,armour,437_protoqa
name a profession that would require you to save someones life,A,lifeguard,chaperone,greyhound,kennel,366_protoqa
