sentence,question,answer,label,category,id
"Newman also has a $5.4 million long-term compensation package the company awarded him upon his appointment as CEO in March 2010, according to the SEC filing.",For how long did Newman work for the company?,one day,no,Event Duration,1909_MC_TACO
"With this, it became impossible for me to stay upstairs, he said, pointing to the scars on his forearm.",How long had he lived upstairs?,seven hours,no,Event Duration,3049_MC_TACO
"In the opening scene , Randy Morton describes a typical Friday afternoon at the Waldorf .",How often does he go to the Waldorf?,every week,yes,Frequency,5124_MC_TACO
"When  Bin Laden lived in Sudan from 1991 to 1996, he owned a number of businesses and other assets.",What did Bin Laden do after moving to Sudan?,he bought a house,yes,Event Ordering,7075_MC_TACO
Tony and Ally like to play other games like hopscotch or jump rope but that day they joined the game of tag.,Do Tony and Ally still enjoy jump rope?,they still enjoy it but they occasionally play it,yes,Stationarity,1519_MC_TACO
One result was two NSC-led interagency trips to Persian Gulf states in 1999 and 2000.,How long did the trips last?,27 years,no,Event Duration,1055_MC_TACO
"Boston Center TMU [Traffic Management Unit], we have a problem here.",Is the problem still ongoing?,no,yes,Stationarity,6480_MC_TACO
"The organization has already lost some staff through attrition and has turned away some cases, she said.",What happened once the organization began turning away cases?,they lost business because people went elsewhere,yes,Event Ordering,320_MC_TACO
Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers.,How long did it take for the Iban to take control of Sarawak's coast?,a minute,no,Event Duration,2818_MC_TACO
"He would splash and play until he was ready to go back home, where he would sleep for hours, having worn himself out playing.",What happened after he slept?,he woke up,yes,Event Ordering,1018_MC_TACO
They need only position themselves near a company's satellite dish and wait.,How long will it take for them to position themselves?,1 second,no,Event Duration,8469_MC_TACO
In 1996 the WHO found that much of the population existed in a state of ``semi-starvation.'',How often does the WHO find out facts about the population?,once a second,no,Frequency,708_MC_TACO
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.,What did Arthur do after talking to Allan?,left,yes,Event Ordering,94_MC_TACO
The Minangkabau custom of freely electing their leaders provided the model for rulership elections in modern federal Malaysia.,How long did the elections take?,10 years,no,Event Duration,3272_MC_TACO
Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza .,How long does the robbery take?,5 hours,no,Event Duration,2926_MC_TACO
Pushkin gradually became committed to social reform and emerged as a spokesman for literary radicals.,What time of day would Pushkin most likely speak?,12:00 PM,yes,Typical Time,557_MC_TACO
He said that Oliver North of Iran-Contra notoriety thought he had erased his computer but that the information was later retrieved for congressional committees to read.,What happened after the congressional committees read the data?,they analyzed the data,yes,Event Ordering,5187_MC_TACO
"If you have ever heard, ""Eat a good breakfast"", thats why.",What happens after you eat a good breakfast?,have an energized day,yes,Event Ordering,6979_MC_TACO
They also argued that Hall's litigious style hampered their ability to garner funds from Congress.,What time did Hall leave his position for good?,3 p.m,yes,Typical Time,1484_MC_TACO
"The postwar period began, however, with millions of displaced people homeless and starving.",What happened after people were homeless and starving?,they do their jobs,no,Event Ordering,9216_MC_TACO
"When  Bin Laden lived in Sudan from 1991 to 1996, he owned a number of businesses and other assets.",What did Bin Laden do after moving to Sudan?,created businesses,yes,Event Ordering,7070_MC_TACO
"At least some FAA officials in Boston Center and the New England Region knew that a hijacker on board American 11 had said ""we have some planes.""",How often are planes hijacked?,once a minute,no,Frequency,403_MC_TACO
"This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become standard.",How many times per week is the approach used?,every day,yes,Frequency,745_MC_TACO
"By 1930 raw-material production had tripled the figure of 1900, manufactured goods had increased twelve-fold, and heavy industry was galloping towards maturity.",How many years did it take raw-material production to double?,one year,no,Event Duration,896_MC_TACO
"Delighted , Preetam goes in search of her watch and brings it back .",How often does Preetam lose her things and gets them back?,once a hour,no,Frequency,8119_MC_TACO
Columbia University's student group for ROTC cadets and Marine officer candidates is named the Alexander Hamilton Society.,How many years are students usually in the Alexander Hamilton Society?,36 years,no,Event Duration,6183_MC_TACO
"Police Captain Richard Brookwell calls Cross and his partner , Tommy Kane , to the crime scene .",What time did they go to the crime scene?,noon yesterday,yes,Typical Time,6820_MC_TACO
Atta and Omari boarded a 6:00 A.M. flight from Portland to Boston's Logan International Airport.,How long did the flight take?,4 weeks,no,Event Duration,6836_MC_TACO
Bin Laden and his aides did not need a very large sum to finance their planned attack on America.,How long did it take for Bin Laden and his aides to plan the attack?,1.5 seconds,no,Event Duration,6630_MC_TACO
"His people had tried and tried to break him, but he was wild at heart.",After what point did the people try to break him?,after they received his,no,Event Ordering,6376_MC_TACO
"He accents the illusion of reality --I paraphrase his entry in La Enciclopedia Humanica --by doing life-size scenes in ""The full round,"" never the easier frontal or three-quarters view.",How long did it take him to develop his unique style?,eighteen years,yes,Event Duration,5581_MC_TACO
The fiction of Japanese imperial power had become infinitely extendable.,When did the fiction of Japanese imperial power take root?,before the meiji era,yes,Typical Time,8996_MC_TACO
"Picasso manages to enter the building , but is prevented from killing Nunemarcher by Cross , and escapes after being shot by Kane .",How long did it take Picasso to enter the building?,it took picasso 20 minutes to enter the building,yes,Event Duration,3727_MC_TACO
"In Malaysia, Powell met with Prime Minister Mahathir Mohamad, who has led the country since 1981.",How often does Powell travel to other countries to meet their leaders?,several times a second,no,Frequency,1472_MC_TACO
They are very flat areas and they have very rich soils.,How often is the soil tested?,every second,no,Frequency,3477_MC_TACO
All the puppies at the dog pound need a loving home.,How often are puppies adopted at the dog pound?,once every 18  months,no,Frequency,3948_MC_TACO
"Since then, she has earned promotions from managing attorney, senior attorney, then director of the Council on Aging project.",How often does she earn promotions?,every 1 years,yes,Frequency,5797_MC_TACO
It was the seismograph that made it possible to learn why the Earth acted like a magnet.,How often were measurements taken?,every day,yes,Frequency,6694_MC_TACO
Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers.,How long did it take for the Iban to take control of Sarawak's coast?,18 years,no,Event Duration,2817_MC_TACO
She told me that she was heading for a drink and slipped out of the crowd.,How long was she at the bar?,5 centuries,no,Event Duration,1399_MC_TACO
"A thin, washed-out, pretty woman stood up, and clasped her hands in front of her.",How often does she clasp her hands?,once a day,yes,Frequency,7227_MC_TACO
"Eventually, the shelter received word that the alleged hijacker 5 miles away had been a medevac helicopter.",How long did it take the shelter to get information?,3.33 years,no,Event Duration,2535_MC_TACO
The award was named after the chief justice of the Indiana Supreme Court to honor his statewide vision on justice.,How often was an award named after the chief justice?,always,no,Frequency,2063_MC_TACO
"For over five years, I've been in court practically every day on these abuse cases, Ms. Walker said, ""and I've never before had a victim threatened with contempt.""",What happened after Walker made that statement?,the victim was threatened with contempt,yes,Event Ordering,9122_MC_TACO
