context,question,label,answer1,answer2,index1
"A another rests on a loveseat , while a man lies on a nearby sofa .",What rests?,no,A dog,they,2539
Man wearing swim clothes hangs from helicopter on hoist line .,What is being swum?,no,fins,waterspouts,4277
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white stool next to him .",What was someone sitting on?,no,a white sack,table,3891
Overlooking a street with a sign above shops that states Welcome To Golden .,How is something overlooked?,no,that,someone,3052
"A dog rests on a loveseat , while a man lies on a nearby sofa .",Where does something rest?,yes,loveseat,a craw,2540
a they wearing ear defenders is shooting a pistol at a white target .,Who is shooting something?,no,a man,someone,2345
"Four asian children , three girls and one boy , sit behind a volcano diorama .",Where does someone sit?,yes,behind a volcano diorama,them,2795
Two women share gossip while waiting for a bus .,Who shares something?,no,they,up the steep rock,330
A man in a brown shirt standing behind a bar pouring a water from a metal shaker .,What is someone pouring?,no,a drink,machines,4019
A large class of people wearing robes and mortarboards is waiting for their diplomas .,Who is waiting for something?,no,A large class of graduates,at an outdoor shopping bazaar,3425
A man in a white shirt playing a white song standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,What is someone playing?,no,a white guitar,these,3497
People are standing on a fire escape watching black smoke billow in the distance .,What is someone standing on?,no,while,small,3384
"Two young boys , one in striped top , running down pathway surrounded by ferns .",Who is surrounded by something?,no,Two young children,them,483
"A man wearing a black shirt and blue jeans up in the air holding a plywood in each hand in front of a building that has a word "" stomp "" .",Who held something?,no,they,the ebb and flow of the city,54
A football teams dressed in green and white advances the ball while watched by a defender in blue .,Who was dressed?,no,A football player,help,2221
A young man loses his balance on a stepladder as three others stand around in various poses .,Who loses something?,no,love,Brazilian music Samba,3462
A guitarist for a band looks intently on as he plays his guitar with determination .,Who plays something?,no,chase,they,2980
"A middle - aged woman with a young , edgy red haircut is looking down at shallots she is cutting up in a restaurant kitchen on a cutting board .",What is cutting?,no,time,maple syrup,4206
Three girls jumping outdoors in the suburbs .,Where was someone jumping?,no,down,A woman,3894
An abundance of food is neatly laid out in front of a gentleman with only lanterns for light .,What is laid?,no,information,women,2130
Sitting on a wall talking .,What is someone sitting on?,no,a doorstep,they,583
"One man with glasses , dressed in fatigues is pointing and talking to other people standing next to him .",Who is standing somewhere?,no,other men,An older man with his nipples peirced,1935
A mailman with a rolling mailbag smiling at the camera in front of a wall topped with an iron decorative fence .,What is rolling?,yes,mailbag,gloves,861
Three black runners in different uniforms run at varying paces at a racetrack .,How does someone run?,no,times,atmosphere,4254
An eagle sits in a bare tree that is just starting to bud .,What sits somewhere?,no,that,people,2124
A man wearing coat is looking at an electronic device wile holding a lollipop .,What did someone wear?,no,glasses,black,125
"A man , standing amongst many people , is wearing a red shirt and a kilt - like ensemble .",Who is wearing something?,no,this,marshmallows,118
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball .,What catches something?,no,someone,them,1224
A young man in a yellow and orange bathing suit squatting on a rocky protuberance overlooking the water .,What is something overlooking?,no,river,work,186
A person is reaching out of a window in a high rise to pull on a rope pulley .,What is someone reaching into?,no,hole,thing,88
A throng of travelers is walking between two trains on an indoor station platform .,Who is walking?,no,people,rims,2536
Two paddlers propel a canoe down a tree - lined stream .,What propels something?,yes,Two paddlers,A skier,1055
"A young girl is lying on some personal belongings , on a cart that is dragged by a horse and a man , on a dirt road .",Where is something dragged?,no,on a dirt route,building,3253
A man is sitting on a motocross bike pointing his finger forwards .,What is someone pointing?,no,hand,them,1920
Four men- two in hats and two with mustaches- sit together by a fountain and large vents .,What sits?,yes,Four men- two in hats and two with mustaches-,a group of hot air balloons,3203
"A woman is riding a bicycle in her underwear with "" No Oil "" painted on her chest .",What is something painted on?,no,face,snow,3090
A man with curly hair and glasses tries to tug a large rope on a person to no avail .,What does someone try?,no,to tug a large rope on a boat,others,1291
A woman wearing headphones enjoys her work while writing on a notepad .,What does someone enjoy?,no,her coffee,cleanser,3141
An olympic contender from australia is struggling to lift a barbell .,Who lifts something?,no,An olympic contender from China,an agreement,4239
would dressed up in black and brown and holding a white light saber .,Who was dressed?,no,Man,breast,1243
The nuptials are celebrated with rose petals .,What is something celebrated with?,no,bros,camera,2054
four men sit on a table playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them .,Where does someone sit?,no,on a stage,were,2607
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling .,Where is someone holding?,yes,skateboard,light,1736
A tarp wrapped around a tree and a watering can .,What is something wrapped into?,no,fence,Asians,66
