context,question,label,answerA,answerB,answerC,answerD,answerE
'Some government officials were worried that they would take control of such breakdowns.,What will the officials do to voice their concern?,A,hold a meeting to discuss issues,max and joey ran 20 % through the fields,invite the terrorists to lunch,a few hours,None of the above
'Some government officials were worried that they would take control of such breakdowns.,What will the officials do to voice their concern?,E,the two discuss a wide range of issues,a day ago,every night,you know where she 'll turn up,None of the above
'Some government officials were worried that they would take care of such breakdowns.,Will the officials be concerned once things are fixed?,E,yes they will never be worried,1.5 hours,the culture continues to evolve,every 30 days,None of the above
'Some government officials were worried that they would take care of such breakdowns.,Will the officials be concerned once things are fixed?,C,two -,an second,yes they will always be worried,once a hour,None of the above
'Some government officials were worried that they would take care of such breakdowns.,Will the officials be concerned once things are fixed?,B,twice a night,yes,yes they do this every century for fun,forever,None of the above
'Some government officials were worried that they would take care of such breakdowns.,Will the officials be concerned once things are fixed?,D,a company spokesman had no comment,every couple of months,in an hour,yes they will sometimes be worried,None of the above
'The resolution that the new intelligence committee structure should grant subpoena authority to the committee or committees.,How much does it take to grant a subpoena?,D,in the last 15 years,puts it in a box,3 day,a few days,None of the above
'The resolution of the new intelligence committee structure should grant subpoena authority to the committee or committees.,How many does it take to grant a subpoena?,E,five hours,once every year,usually a century,6.67 years,None of the above
'The resolution that the new intelligence committee structure should grant subpoena authority to the committee or committees.,How much does it take to grant a subpoena?,E,a few centuries,however he was quickly dethroned,yes they do it all century for fun,three times a minute,None of the above
'The resolution that the new intelligence committee structure should grant subpoena authority to the committee or committees.,How much does it take to grant a subpoena?,E,for an hour,a few weeks,usually a minute,many hours,None of the above
'The resolution that the new intelligence committee structure should grant subpoena authority to the committee or committees.,How much does it take to grant a subpoena?,E,they are everywhere,it can take 1 year to grant a subpoena,each year,for 30 hours,None of the above
'The resolution that the new intelligence committee structure should grant subpoena authority to the committee or committees.,How much does it take to grant a subpoena?,E,maybe,it can take 1 second to grant a subpoena,once each five seconds,he has it on display,None of the above
'The resolution that the new intelligence committee structure should grant subpoena authority to the committee or committees.,How much does it take to grant a subpoena?,A,it can take 1 week to grant a subpoena,puts it into a gallery,18 times a year,on most weekdays before school,None of the above
'The resolution of the new intelligence committee structure should grant subpoena authority to the committee or committees.,What happens after a subpoena is granted?,E,one second,she found her place,one hour,they can summon demons,None of the above
'The resolution of the new intelligence committee structure should grant subpoena authority to the committee or committees.,What happens after a subpoena is granted?,C,everyday,they worked,they can summon people,three seconds ago,None of the above
