context,question,label,answerA,answerB,answerC,answerD,answerE
A man in a black coat walks past a red spaceship with a parking ticket stuck to its window .,What is stuck?,A,a parking ticket,her mobile phone,A stream of men wearing old century viking costumes and armor,a refreshing beverage,None of the above
A man in a black coat walks past a red spaceship with a parking ticket stuck to its window .,Where is something stuck?,C,in her direction,the frame,to its window,the road,None of the above
A man in a black coat walks past a red spaceship with a parking ticket stuck to its window .,What is something stuck to?,D,with their swords,The rider,in a church,its window,None of the above
A group of youths march down the street waving flags showing the color spectrum .,Who marches somewhere?,B,a routine,A group of youths,The drunk man in the gray shirt,on a city street,None of the above
A group of youths march down the street waving flags showing the color spectrum .,Where does someone march?,A,down the street,with blue rope lightning and a reddish cattle skull wall fixture,here,along a breakwater,None of the above
A group of youths march down the street waving flags showing the color spectrum .,Who is waving something?,A,A group of youths,a pencil and a dictionary,in front of an oven,the carpet,None of the above
A group of youths march down the street waving flags showing the color spectrum .,Where was someone waving something?,D,a finish line banner,the toss,the crowd,down the street,None of the above
A group of youths march down the street waving flags showing the color spectrum .,How is someone waving something?,B,his opponent,showing the color spectrum,from the sheath,Nine black and brown pugs,None of the above
A group of youths march down the street waving flags showing the color spectrum .,What is being shown?,C,on a chair,on a busy Chinese street,the color spectrum,in red cots,None of the above
A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,Who takes something?,B,to demolish a decrepit building,A samurai warrior,on a boat,with a chainsaw,None of the above
A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,What takes something?,C,her mobile phone,through a paper shredder,A samurai warrior in full black dress,a bus,None of the above
A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,What does someone take?,D,much like a coyote,seeking the point,a family who adopted her from the states,his sword,None of the above
A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,Where does someone take something?,A,from the sheath,at a public showcase,his finger,on a grassy field,None of the above
A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,What does someone take something from?,D,the band,with full energy,the sidewalk,the sheath,None of the above
Kids riding on their bicycles near a mound of dirt with a hovel from a backhoe in front of the mound .,Where is someone riding?,D,a group of people in orange shirts,with a pre - show run through,to their favorite stores,on their bicycles,None of the above
Kids riding on their bicycles near a mound of dirt with a hovel from a backhoe in front of the mound .,What is someone riding on?,C,gloves and headgear,from buildings,their bicycles,cement walls,None of the above
An Asian couple walks in the shopping district .,Who walks somewhere?,C,watching a bus come their way,at the camera,An Asian couple,next to a green bird,None of the above
An Asian couple walks in the shopping district .,Where does someone walk?,C,outside a building,a four - wheel ATV,in the shopping district,A bride and groom,None of the above
Looks like everyone is getting good gas mileage here with all these beautiful scooters !,How does someone look?,D,as she gently rubs the tummy of the sleeping child,A group of people of mixed ages,what is the healthiest option,like everyone is getting good gas mileage,None of the above
Looks like everyone is getting good gas mileage here with all these beautiful scooters !,How does something look?,D,A young blond girl,Brown - skinned girl,a old lady,like everyone is getting good gas mileage here with all these beautiful scooters,None of the above
Looks like everyone is getting good gas mileage here with all these beautiful scooters !,What is someone getting?,C,to touch a dolphin or whale or some kind of marine animal,the dumpster,good gas mileage,with the coordinator,None of the above
Stevedores are waiting for a boat to dock .,What is someone waiting for?,D,the goal post,out of a window,A black woman,a boat,None of the above
Stevedores are waiting for a boat to dock .,What docks?,D,A group of children and adults,an Audi and truck,a yellow soccer ball,a boat,None of the above
A girl in red short and a white T - shirt underground looking out of a hole .,Who is looking?,D,A mean looking dog,in a long underpass,normal clothes,A girl,None of the above
A girl in red short and a white T - shirt underground looking out of a hole .,Where is something looking?,C,a woman in a white sweater,a family who adopted her from the states,out of a hole,a ring,None of the above
A girl in red short and a white T - shirt underground looking out of a hole .,What is something looking into?,C,an Audi and truck,as your savior,a hole,a yellow belt,None of the above
Someone working on a project using a jigsaw cutting machine .,What is someone working on?,B,to a seagull,a project,at the pedestal,off an A frame shack,None of the above
Someone working on a project using a jigsaw cutting machine .,How is someone working on something?,C,a slightly older girl wearing a white turtleneck,in the street,using a jigsaw cutting machine,a bib,None of the above
